Nome;Documento;Idade;Curso;Modalidade
Ivanildo Ramos;867.101.672-X;19;SL;C2
Vera Lucia Rochester Candido Camara Tachelli;478.128.171-C;20;MC;A1
Edvaldo Marcondes Pinto Candido;385.417.684-Y;15;NH;A1
Fabiana Watanabe Segall;693.528.497;20;FL;B1
Joao Luiz Felix;555.919.456-B;15;ML;A2
Graca Correia;32.274.882;17;SL;C2
Patrick Acceturi;712.258.143-Y;18;EM;A1
Marcos Penna;213.296.196-Z;17;NL;C1
Patrick Mantovani Romancini Caetano Rochester;69.328.548-B;19;FB;A1
Fabio Silva Pinto;434.322.504;17;HS;C2
Jose Renato Mantovani;828.848.898;19;NL;A2
Luiz Carvalho Passarelli;406.371.453;18;EE;B1
Georgina Simionato Pinheiro Marchetti Mangini;574.598.690-C;16;NA;C2
Sergio Liberatori;918.485.462-A;19;NL;A1
Giordano Magalhaes Junqueira Zeppelin Henriques;129.710.360-Y;20;MA;B1
Renato de Oliveira;322.575.190-B;17;EA;C1
Leandro Cabral Brescianni Mantovani Bertoni;730.907.444-B;17;CC;C1
Cristina Jurgensen Martins;430.593.947;15;EM;A1
Maria Jose Parente Juliani;629.385.731;15;FB;C1
Nestor Antonioni Agostinho;264.630.594-A;20;EE;C1
Marcelo Geraldo Pinheiro Santini;719.714.708;17;NH;A1
Daniela Goes Felix;957.755.913;20;NA;B1
Agata Segall;69.127.709-A;18;SL;A2
Joana Segall Nogueira;587.946.496;19;EE;C2
Juliano Marchetti;668.144.435;16;EA;B2
Luiz Antonio Carvalho;37.463.785-Z;18;MA;C1
Elisio Harrison Madeira;824.218.441;16;EA;A1
Edvaldo Giannini da Mata Mangini;354.875.393-B;16;EQ;B2
Maria da Graca Takamoto;252.342.654;16;AC;C1
Nestor Abravanel;15.964.480;15;HS;B1
George de Andrade Colombo;527.306.571;19;HS;A2
Maria Cristina Matsui dos Reis Ferro;634.234.924-B;15;MC;C2
Patrick Felix Nogueira Salazar;548.918.455-Z;20;AC;B1
Nestor Girardi;220.931.667;18;AC;B2
Regina Penna Pinto Corsini Fujimori;510.648.563;15;AC;A1
Flavia Xavier;355.115.984;19;BE;C2
Eulalia Pini;807.264.689;18;NL;B2
Luiz Antonio Souza;236.129.979-Z;19;CC;B1
Henrique Boldrini Nunes;686.381.809;18;BE;A2
Cecilia Brescianni;461.259.113-X;15;EA;B2
Renata dos Santos Girardi Ferraz;827.707.937;15;EE;A1
Andre Bruni;129.275.828;19;EM;C2
Aloisio Palma;550.284.542;15;HS;A1
Victor Rochester;214.199.361-X;20;AR;B2
Jaco Starkey;165.985.801-A;18;CC;C1
Ramona Matheny Juliani Segall;79.628.626;16;EQ;B2
Fabio Rocha Motoyama;163.386.944;20;EC;C1
Zildo Cabral;178.285.784;17;EQ;B2
Thomaz Matsui;166.553.513-A;17;HL;C1
Ramona dos Reis Abravanel Maciel Pini;659.176.382;19;BE;B2
Daniela Silva;994.105.106-C;20;MA;B1
Pedro Luiz Ferracini Ferracini Bergamo Mendonca;719.651.416-A;16;EM;B1
Olivio Tucunduva Doval;592.487.279-A;16;CC;A1
Aloisio Romano Bresciani;11.847.454-C;20;MB;A1
Lorella Apolinario;133.294.657-Y;15;NH;C1
Cristina Starkey;538.885.478;20;MB;B2
Joao Carlos Lessa;323.832.737-X;16;NA;B1
Isabela Soler Modenesi Marcondes Simoes;843.319.960-X;19;AR;A2
Joao Carlos dos Afonsos;355.769.156;15;MC;C1
Luiz Augusto de Andrade Bressan;342.823.565-B;17;HL;A1
Vanderson Acceturi Bruni;554.225.264;18;HL;C1
Francisca Cunhado Macedo Goncalves;805.507.421;15;FB;C2
Edson Penha;562.996.345;20;HS;A1
Lino Brancaleone Silva;23.405.811;20;FB;A1
Cristiana Harrison;522.103.475;20;FL;C1
Cecilia Berger Prates Ferraz;87.878.148-Z;20;EA;B2
Jorge Almeida Abravanel;264.708.808-A;19;NL;C1
Isaac Doval;585.123.121-C;16;ML;C2
Ana Renata Pedrosa Simon Cunhado;832.906.730-C;15;EC;C1
Petra Correa;87.797.161-A;16;EE;C1
Osvaldo Faria Pereira;982.190.939;19;FL;B2
Valdivino Fujimori;642.965.641-A;20;FL;C2
Edson Magalhaes Starkey Rupini Dias;298.514.739;18;EA;B2
Guilherme Soler Ramos Penna;166.772.561-C;19;NN;B1
Caetano Carboni Pereira;780.768.516-C;20;MB;A2
Aldo Faria Bresciani;757.523.804-C;17;MC;B2
Renata Macedo;621.269.277-Z;17;AR;B2
Mario Sergio Nunes Rupp Andrade del Vecchio;958.668.465-X;15;NL;C2
Steve Amaral;794.854.364-A;17;EE;A1
Isabela Bretzel Bertoni Ramos;59.849.385;18;AR;C1
Vinicius Penha Simoes Maia;85.738.905-X;20;AR;B2
Renato Wander;952.103.867-Z;17;MC;C1
Luiz Carlos Santini Doval;658.543.297;19;NH;C1
Francisca Martins Caetano Vicentini Delmiro;984.510.800;16;EQ;C1
Petra Nogueira;81.858.527;16;NA;A1
Marco Antonio Bergamasco Fujimori;969.911.298;15;MB;C2
Thiago dos Afonsos Donato Bruni;196.748.781-X;16;SL;C1
Angela Rupp;977.687.241-X;15;MC;B2
Jose Luiz Ferraz Marchetti;527.210.712-X;18;HS;A2
Severino Simon Correa Tartini Tagliari;351.562.906;16;NH;B1
Maria da Graca Marcondes;613.930.329;17;SL;C1
Davi Americano Saboia;736.545.433;17;NN;A2
Mateus Yamamoto;865.697.442-X;20;EQ;C2
Carlota Moreira Macedo;424.994.880-A;15;AR;A1
Pedro Simon;328.156.469-Z;17;FB;C1
Humberto Ramirez;287.592.959-C;19;EC;B1
Vitoria Modenesi Madeira Modenesi;758.970.447-C;17;EC;A2
Daniela Yamamoto;426.881.642;17;MA;A1
Joao Carlos Brancaleone;695.441.199;17;NA;C1
Jose Renato Junqueira Almeida;333.544.785-X;15;FB;B1
Elisa Tanaka;690.471.667-C;16;EC;A1
Sinval Rupp;100.345.928-C;18;EM;B2
Vanderson Goncalves;510.688.869-X;19;AC;B2
Lucas Mantovani Carvalho Tanaka Ferracini;785.493.449-X;19;AR;C1
Gustavo Matheny Takamoto Romancini;938.220.937-X;16;MA;A2
Evandro Pereira Fleury Jurgensen Magalhaes;23.496.938-X;16;HL;C2
Guilhermina Candido Tucunduva Melo;279.457.404;15;NL;B1
Pedro Luiz Souza Antonioni Camillo Corsini;213.576.966;19;BE;C2
Maria Benta Santini Donato Zeppelin Watanabe;606.947.230-Y;15;HL;A2
Sinval Russeldorf;894.387.188;18;SL;A2
Steve Berger;98.162.390;16;NL;C2
Ariovaldo Geraldi;446.214.503-B;15;NA;A1
Caetano Geraldo Ramos;227.322.386-A;18;AR;A2
Dario Marchetti Tanaka;323.821.122-A;15;CC;B2
Dario Rocha;529.494.324;20;NL;C1
Vagner Santos Macedo de Andrade;717.419.139;16;FB;A1
Vanderson Bertoncini Passarelli Rocha;546.151.410-B;15;AC;A1
Maria Cristina Mangini;233.222.252-Y;15;FL;A1
Joana Marchetti Rochester Carvalhaes Bruni;82.687.994-Y;18;NN;A2
Mario Sergio Moreira;360.518.923-B;16;EC;B2
Olivio Mantovani;116.886.137;20;NA;B1
Edvaldo Matheny Antonioni;527.826.758-Z;15;AC;A1
Ariovaldo Marcondes Matsumoto;985.976.789-C;17;HS;B2
Marcelo Burrel Oliveira;16.134.435-Y;17;HL;B1
Marcia Faria;573.164.215;15;HL;C2
Joao Luiz dos Santos;91.111.283-B;15;HL;B1
Thiago Ferracini Cadete Tachelli;139.402.941-A;16;MA;C1
Mario Sergio do Monte;695.676.422;17;EE;C2
Cristina Goncalves;816.390.686;15;EM;A2
Lara Lessa Santos Prates Passarelli;839.448.793-Y;17;NL;A1
Mario Donato;814.158.499;17;HS;C1
Felipe Bertoni;890.287.548;18;EC;C2
Olivio Ferro Jurgensen Dias Kubota;259.126.648-B;18;MA;A1
Aurelio Cirne;186.691.938;17;FL;A2
Vitorina Fagundes Bartolini Liberatori Parente;6.788.557-Y;19;MC;C1
Alice Tucunduva;121.642.578;18;AC;B1
Mauricio Carvalho;4.217.386-X;17;MB;C2
Patrick Bergamasco Magalhaes;359.559.140;19;EM;B2
Maria Leticia Mendonca;230.679.291;17;EM;A2
Renato Parente;994.722.173-Z;19;AC;B1
Alexandre Nunes;620.979.845;16;ML;C1
Rafael Geraldi Berger Marchetti;932.315.677;15;EQ;B2
Jose Roberto Tartini Americano;353.846.443-A;16;EC;B2
Danilo Carvalho;942.620.952-B;18;SL;B2
Valdivino Penha Simionato de Oliveira;475.182.705-B;20;ML;A1
Edilene Bruni Faria Correa;936.296.908;17;MC;B2
Mario Sergio Salazar Bretzel Coutinho;340.981.621;15;HS;B2
Renato Bertoncini;127.423.519;16;EA;A2
Divina dos Reis;222.681.803;19;FB;C2
Jose Luiz Mangini;812.902.601;20;FL;A2
Maria da Graca Bressan;191.638.666-Z;17;MA;B1
Tomas Saboia;836.168.964;20;NH;A1
Bruna Ramirez;761.944.593;15;CC;B1
Bruno Nakamura Antonioni Favero Lacerda;329.476.884-C;16;MB;C1
Jaco Levi;308.300.517-Y;18;FB;A2
Ricarda Salazar;63.916.350;18;EC;C2
Samuel Rochester Motoyama;65.276.324-B;18;BE;C1
Vitorio Rupini;773.495.336-Y;17;AR;B2
Maria Cecilia Maciel;782.286.769-Y;15;NN;C2
Agata Pinto Oliveira Bertoncini;188.231.846-A;19;MC;B2
Joao Carlos dos Santos;842.566.967;16;ML;C1
Divina Sampaio;637.508.455;18;HS;B2
Luiza Bruni;648.650.324-Y;18;HL;C2
Dario Martins Liberatori Yakoub Yakoub;317.157.155-B;15;BE;C2
Ivanildo de Oliveira Levi Colombo;287.611.568;20;FL;B1
Tiago Silverio;442.990.997;18;NA;A2
Giordano Camillo;314.789.237;17;AC;C2
Marco Antonio Dias;672.581.274;20;EM;C2
Victor Archangelo Pinheiro;675.243.260-Z;19;MB;B1
Felipe de Andrade Dias;876.607.670-B;20;SL;A1
Carla Souza Brescianni Salazar;33.251.561-Z;15;BE;C2
Victor Delmiro;485.142.206;17;EC;C2
Guilherme Leite;354.693.287-Z;19;EE;A2
Mario Leite;396.716.882-C;16;FB;A1
Jorge Harrison Candido;462.412.250;20;MA;B1
Daniela Marini;329.830.346;19;NH;A1
Andre Passarelli;562.215.573-A;19;NL;A1
Renato Modenesi Acceturi;472.645.135;17;HS;A2
Danilo Salazar;736.583.796;15;SL;C2
Lorella Sampaio;339.364.185;19;BE;B1
Jose Maria da Silva;804.778.216-B;18;EQ;B1
Severino del Vecchio Levi;25.469.972-X;18;MA;C1
Luiza Brescianni da Silva;126.449.269;19;AR;C1
Adalberto Lacerda Ferracini Ferro Melo;759.420.354;20;AR;A2
Ernesto Romano;934.788.919-C;15;AR;C1
Eulalia Tanaka de Oliveira Henriques do Monte;321.573.145;20;EE;A1
Edivaldo Parente;443.525.763-Z;15;ML;A2
Senor Bretzel;93.932.719;15;BE;B2
Jose Renato Aquino Lessa;695.156.573-Z;19;FL;C2
Romao Mussel;704.563.496;15;BE;B1
Sinval Henriques Yakoub;390.244.780;18;MA;B2
Marcelo Vicentini Bertoncini;730.298.284-C;18;EE;C1
Daniela Matheny Passarelli Geraldo Melo;163.569.230;19;MA;C1
Angelo Palma;533.460.183-B;16;HL;B1
Ricardo Bergamo;684.510.133;15;HL;A1
Mayanna Camara Camillo;172.220.301;17;ML;A1
Ricardo Fujimori Andrade;400.239.557;18;EQ;A1
Jose Roberto Magalhaes Bressan;939.813.393;18;AR;B2
Lavinia Tucunduva Juliani Romano Marini;22.644.639-A;19;NL;C2
Albertina Tartini Mamede von Zuben;972.484.734;17;EE;C1
Isabela Fagundes Goldstein Prates;245.414.542-Y;17;HS;B1
Isabel Romancini Carvalhaes;577.156.276;17;EA;A1
Eulalia Acceturi Rocha Oliveira;638.133.604;19;HL;C2
Vanderson Magalhaes Matsui Agostinho Marcondes;192.148.945-Z;20;EA;B1
Renata Mantovani Modenesi Caetano;231.390.883;16;EM;C2
Candido Santos;501.493.465;18;FL;C2
Antonio Candido Takamoto;999.245.419-X;17;EC;A1
Vitoria de Andrade Bertoncini;676.916.178-B;18;EQ;C2
Thiago Bertoni Tagliari Burrel Rocha;296.625.903-Z;20;NN;A2
Andreia Ramos Mantovani Harrison;36.500.445-C;17;CC;B2
Renata Pinto Gatti Coutinho Penha;167.985.891-Y;19;CC;C1
Edson Agostinho Martins Geraldi Bergamo;703.208.421;19;NA;A2
Antonio Candido dos Santos Carmignani Rocha Pinheiro;585.234.376-A;17;EE;B1
Alda de Andrade;255.992.880;19;EQ;B1
Jose Luiz Palma;486.745.512-Z;17;EA;C2
Ana Renata Bertoncini;523.191.755-C;18;NA;A2
Thiago Mendonca;301.429.357;15;BE;A1
Marcela Lessa Apolinario;686.888.358-C;17;EE;A1
Fabiola do Monte;293.461.279-A;18;NN;B1
Eulalia Doval dos Afonsos;922.732.897;18;AR;C2
Jaco Goncalves Romano;35.184.310;18;EM;A2
Thiago von Zuben Watanabe;684.674.770;20;FB;B1
Edvaldo Mantovani;961.812.360-A;18;AR;C1
Andreia Romano;90.232.796-Y;19;EA;B2
Valdivino Candido;215.120.977-A;19;HS;C1
Mayanna Bergamo Cabral Mendonca;739.738.852-B;19;MA;C2
Vitorio Bretzel;147.402.396-Z;19;EQ;B1
Isabela Palma Conti;951.705.879;18;EQ;C1
Angelo Fonseca;612.882.516;19;BE;C1
Elisa Santana Tagliari;347.170.959;19;HL;C2
Fernando dos Santos Burrel;37.640.718;19;EE;A1
Maria Benta Ferraz;283.706.894-A;18;EE;C2
Victor Levi;970.642.273-A;16;ML;C2
Angela Bresciani;844.325.277-C;15;AR;B2
Volnei Archangelo;321.623.695;18;AR;B2
Cristina Carvalhaes Goldstein;499.978.844;20;NH;B2
Adoniram Fonseca;557.667.409-Z;16;EM;B2
Elisio Fleury Mendonca;492.294.698-C;16;NL;B2
Renato Carvalho Conti Dias del Vecchio;415.914.681;18;SL;B2
Jaco Bergamasco;651.751.721;17;SL;B1
Mauricio dos Santos Saboia Caetano;240.854.848-Z;18;AC;C1
Vera Lucia Carboni Ramos de Abreu Silva Pinto;427.526.294-A;18;ML;A2
Lara Madeira von Zuben;975.436.357;17;NH;B2
Tiago Wander Amaral Melo;393.549.731-Y;18;SL;B1
Alberta Gatti;567.207.462-C;16;FB;C1
Giordano Marcondes;451.900.787-B;15;AC;C1
Samuel Romano Corracini;543.900.211;16;EC;B1
Joana Junqueira;32.765.758;15;EC;C1
Alberta Silverio;947.813.909;18;AC;A2
Tina Rocha;436.701.689;19;MC;B1
Luiz Antonio Juliani Goldstein Wander Marini;321.395.238-B;18;NA;B2
Alexandre Oliveira Zeppelin Vicentini;168.822.259;20;NH;A1
Mayanna Silva Pinto Santana;448.904.155;19;HS;A2
Zildo dos Santos Doval Pini;556.185.222-B;16;ML;B1
Renato Liberatori Canal;22.313.872-Y;19;FL;B1
Caetano Moreira;582.682.581;17;FL;C2
Jose Renato Fujimori Teixeira;620.937.231;18;FL;B2
Isabela Boldrini;161.224.374;18;HL;B2
Elisio Souza de Abreu Santana;619.399.608-C;16;MB;A1
Lavinia Xavier Junqueira do Monte;237.800.152;16;FL;C2
Severino Pereira;331.356.758;18;AC;B2
Joao Luiz Segall Modenesi Soler;922.413.788-B;17;CC;C1
Tomas Penna Watanabe Felix von Zuben;146.861.697;19;EE;C1
Mario Almeida Aquino;366.869.385-Y;20;MA;B1
Marcos Girardi;293.459.753-C;15;NL;B2
Victor Juliani;40.871.777;18;EE;C1
Livia Macedo;937.106.210;18;CC;B1
Heraldo Candido Henriques;25.278.640-Y;16;EA;B2
Isabel Jurgensen Harrison;325.435.961-B;17;BE;B1
Vitorina Juliani Passarelli Abravanel;320.111.695;15;EA;B1
Joao Pedro dos Reis;456.173.661-A;18;AC;A1
Maura Antonioni Starkey Fujimori Cabral;962.291.683-C;18;ML;C1
Marcela de Oliveira Cabral;408.622.486;15;MA;A1
Jaco da Mata Bresciani;548.854.760;16;NN;A1
Fabiana Amaral Pereira;156.905.597-A;19;MA;C1
George Cascudo Mantovani;36.710.610-B;16;NL;B2
Elisa Salazar Rupp;529.847.626-A;20;AC;C1
Ernesto Henriques;718.417.482-X;20;NH;A1
Nestor Bruni;759.657.420-B;18;NL;B1
Fabiola Santini Palma Aquino;795.934.939-B;18;NN;C1
Volnei Fujimori de Oliveira Modenesi Cabral;882.833.264-A;19;ML;B2
Lino Candido;488.854.909;15;EM;A1
Regina Silverio;840.579.584-X;15;AC;C2
Alice Maria Jurgensen Acceturi;27.184.589;18;FB;A2
Marcio Palma Cadete Matheny;910.940.836;20;ML;B2
Cristian Antonioni Mussel Watanabe von Zuben;615.534.963-C;16;NN;A1
Vitorio Almeida do Monte Corracini;314.672.334;17;EM;A1
Maria Leticia Figueiredo;18.301.119;16;BE;A1
Renata Passarelli Lotufo Pinto Carvalhaes;740.392.922-C;15;AC;C2
Cristian Matheny Ferro Candido;766.766.352-A;18;MA;C1
Francisco Romano;708.326.426;20;FL;C2
Angelo Zeppelin;624.151.324;19;EQ;C2
Rafael Goncalvez de Andrade;956.193.415;19;NN;C1
Alberto Portinari;87.318.521;20;NH;C2
Alberto Simon Martins;762.238.119;20;ML;B1
Francisca Fleury Goldstein di Giorgio Nunes;317.557.184-B;16;EA;C1
Francisco Martins;32.631.326-B;15;EE;C1
Vitorio Goes;696.888.686-B;16;AR;B2
Flavia Marchetti Silva;678.253.187-Y;15;EQ;A1
Heraldo de Andrade;142.239.860;17;BE;A1
Geraldo Madeira;520.326.520;18;NA;B1
Renata dos Reis;541.476.360-C;18;FL;A2
Lana Oliveira Santos;291.105.655;15;FL;A2
Candido Motoyama Romano Starkey;390.600.103;20;NA;A2
Vinicius Modenesi Americano Correia;691.361.233;18;FB;B2
Lino Santini;629.285.156-A;18;FL;B2
Bruna Cunhado Silverio;791.339.378-Y;15;NN;C2
Bertha Simoes Correia Aquino;37.819.529;15;HL;C2
Marcos Martins;958.614.495;17;NH;C1
Georgina de Oliveira Pinheiro;324.724.993;20;FB;A1
Maria Leticia Fleury Mendonca Pereira dos Afonsos;572.563.122-B;19;NH;A2
Humberto Bertoni;406.549.318-Z;17;MB;B1
Jose Luiz Fujimori Carvalho Girardi dos Santos;352.167.441;16;EE;C1
Rosana Penha Ramos di Giorgio;533.310.397-Z;19;FL;B1
Vitor da Mata Saboia;454.252.355-X;18;NN;B2
Victor Marchetti;109.920.834-Z;20;EC;A2
Maicol Bretzel Donato;779.132.797-Y;17;ML;A1
Edivaldo Correa Americano dos Afonsos Sampaio;631.653.573;16;AR;A2
Johnny Candido;973.185.873-A;19;HS;B2
Tina Delmiro Passarelli Magalhaes Ferro;233.563.821-A;18;EQ;C2
Sergio Bertoncini Nogueira;755.990.812-A;19;MA;B2
Joao Marcos Burrel Oliveira Amaral Bruni;439.294.727;16;EM;B2
Jorge Carboni;357.743.217-A;16;MC;C1
Edivaldo Geraldi Camara Girardi;702.973.123;19;NN;C2
Henrique Wander;777.773.494;18;EM;B1
Heraldo Vicentini Bartolini Liberatori Burrel;218.159.370;16;ML;A1
Marcelo Mendonca Camara;779.658.306;17;NN;C2
Isaac de Andrade Tagliari;341.807.101;17;MB;B2
Luiza Marini Bertoni;58.988.855-Z;18;AR;C2
Ramona Mendonca;300.426.900;19;SL;A2
Jaco Russeldorf Penha;874.396.487;19;ML;C1
Rosana Ramos Tachelli Carmignani Carmignani;742.170.817;19;EM;A2
Vitorio Segall de Oliveira Modenesi;523.655.310-X;16;HS;B1
Rodrigo Matsumoto Mussel;885.192.245-B;18;SL;C2
Luiz Ignacio Cabral Bressan Archangelo Fagundes;210.500.346-Z;18;EA;C1
Agata Bretzel;846.108.683-B;20;NL;A2
Vinicius Andrade;733.380.410;17;MC;A1
Ricarda Bartolini Simoes;834.485.894;16;BE;A2
Renato Carvalhaes Marini Simionato Camara;586.961.838;18;CC;B2
Luiza Doval;134.854.721-C;16;BE;C2
Bruno Matsui;46.765.417-C;18;AC;A1
Sergio Carboni Zeppelin Souza Silva Pinto;682.518.117-X;19;NN;C1
Felipe Americano;609.161.389;19;BE;C1
Volnei Berger;263.202.614-C;19;NA;B2
Jose Melo Pereira;895.370.970;15;FL;A1
Giordano Geraldi Fagundes;140.460.805-A;17;FL;C1
Willian dos Reis;805.824.143;16;EA;B2
Romao Fagundes;707.862.742-X;18;MC;B1
Romao Matsumoto Oliveira Passarelli;310.957.963;19;NN;C2
Valdivino Americano Cunhado Tanaka Archangelo;830.173.997-X;19;HS;C2
Vitorio Almeida Matsumoto Acceturi Goldstein;906.540.512-B;16;MC;A1
Gladys Martins;174.886.253-Y;15;EA;B1
Luiz Carlos Simon Maia;768.779.424-X;17;MA;A1
Thiago Fleury Nunes Magalhaes;326.395.346;15;CC;B1
Giordano Corsini;100.586.331-C;16;CC;A2
Thomaz Almeida Dias;661.459.405;19;FL;A1
Danilo Correia;401.265.654-A;15;MA;A1
Joao Pedro Goncalvez Mandell Bartolini;200.112.581-Y;19;AC;C1
Divina Silva Pinto Pedrosa;89.816.457;18;EQ;C1
Rosana Giannini del Vecchio Correia;547.986.411;19;AC;C2
Maria Jose Romano Ferraz;476.649.988-X;18;MA;A1
Pedro da Mata Favero;343.696.144-Y;15;NH;A1
Angela Lotufo;419.335.253;19;ML;B2
Fernando Saboia Goncalvez;616.878.459;18;FL;C2
Alda Yakoub;578.667.478-Y;19;SL;C1
Antonio Candido Archangelo Lotufo Santos Santos;933.190.561-C;20;EC;A1
Ernesto Nogueira Rocha Marcondes;171.320.263-Z;18;MB;C2
Alda Liberatori Antonioni;297.681.975;18;ML;C1
Maria Jose Salazar do Monte Berger;306.811.989-C;18;NA;C1
Jose Carlos Candido;46.661.871;19;HS;A2
Livia Bresciani Nogueira Mangini Silverio;47.123.153-A;19;EC;B1
Jorge Melo Geraldo Mussel Tachelli;940.872.441;19;AR;C2
Lino Teixeira;11.271.456;15;SL;C1
Mario Americano Bergamo;183.835.785;15;ML;A2
Andreia Bresciani Kubota Abravanel Lotufo;245.928.411;19;EA;B1
Henrique Andrade;314.939.778-A;19;NL;A1
Ricardo Santos;653.574.663-C;19;MC;C2
Daniel Magalhaes Jurgensen Ramirez;153.150.937;17;NN;C2
Ricardo Tartini;85.304.945;17;MB;C1
Davi Liberatori Camillo Almeida;985.693.786;18;MA;C2
Vitorio de Oliveira Salazar;237.774.516-A;19;HL;B1
Edson Passarelli;627.855.589;20;CC;B2
Ernesto Brescianni;822.972.438-B;19;HS;A1
Silverio Maciel Candido Bertoni Brescianni;0.836.620;20;EQ;A1
Jose Osvaldo Oliveira;265.814.577-Z;20;FL;A2
Ricarda Simon Colombo Marcondes;327.402.899-B;15;CC;B2
Tina Junqueira;175.583.607;17;HS;C2
Guilhermina Oliveira;847.350.373;20;NN;C2
Henrique Mamede;525.705.100-X;19;MA;C2
Ricarda Romano;915.418.916;16;MC;C1
Ramon Goldstein;722.544.213;20;HS;A2
Joana Luiza Bergamasco Modenesi;238.398.917-Y;17;FB;A1
Nestor Almeida Agostinho;423.516.736-B;17;NN;B2
Rodrigo Pedrosa;957.516.232-A;20;EM;B2
Maria Jose Russeldorf;494.998.672;20;BE;C2
Ariovaldo Goes Felix Lessa Amaral;999.357.718-C;20;HL;B2
Flavia Agostinho Watanabe Andrade;260.408.771;15;HS;B2
Michelle Starkey;970.678.886;20;MC;C1
Senor Cirne;327.402.827;17;EQ;A1
Elisa Colombo;920.227.995-C;16;MA;A2
Petra Santos Boldrini;828.671.639;15;BE;A1
Candido Carvalhaes Russeldorf Bertoni;946.629.527-B;15;ML;B2
Candida Cunhado Mangini;350.352.729-X;15;FB;B2
Candido Tartini Tachelli Bresciani;600.525.333;19;ML;B1
Marco Aurelio Salazar Gatti Silverio Guedes;44.659.614-B;17;EE;B2
Martin Canal Figueiredo Souza Santos;919.923.329;15;EE;C2
Izis Silverio;380.764.661;17;SL;A2
Ricardo Bruni;274.842.953;15;EE;C2
Maria Cecilia Pedrosa Kubota Russeldorf Romano;405.371.330-Y;20;EM;A1
Jose Pedro Silva;908.886.369-X;17;SL;B1
Lino Romano;244.374.284;16;EA;C1
Luiz Antonio Liberatori;955.524.740;15;NA;A2
Severino Archangelo Abravanel van der Graaf;403.736.307;18;EA;B1
Vagner Antonioni Melo Amaral Fonseca;511.942.325;17;EC;C1
Lino Takamoto Carboni Boldrini Madeira;262.749.790-A;16;CC;A2
Humberto Russeldorf Antonioni Tartini;264.253.661;20;CC;B2
Marcio Takamoto Parente Camara;288.871.577;17;CC;A1
Thiago Camara;705.676.795;20;NN;B2
Jose Maria Nakamura;528.532.990;19;EA;A2
Michel Andrade do Monte;717.666.981-Z;16;EM;A2
Willian Carmignani;42.416.360-X;18;ML;B1
Marcia do Monte Acceturi;800.345.386-Z;17;EA;B1
Martin Corsini Mandell Matsui;363.745.295-B;16;EC;C1
Caetano Penha;408.153.246-B;18;MB;C2
Maria Benta Maia;746.345.622-Z;18;NA;A2
Vitorina Takamoto Bretzel Harrison Matsumoto;120.298.211;16;SL;C2
Augusto Antonioni Pinto;890.351.721;19;NH;A1
Felipe dos Reis Pinto;640.198.309;17;AC;A1
Luiz Carlos Rocha;655.663.698-Y;18;MA;B1
Luiz Ignacio Boldrini Romancini;231.840.763-Z;20;EM;C1
Marta Girardi Simoes Lacerda Soler;967.211.682;18;EM;B1
Jorge Palma Magalhaes;487.986.319-Z;18;FL;C1
Ricarda Corracini;733.932.300;20;MA;C1
Rafael Juliani;423.605.960;18;NA;A1
Guilherme Pereira;130.644.911-Y;16;ML;A1
Danilo Corracini;372.191.684-Y;16;HS;B1
Jose Maria Candido Takamoto Melo Palma;174.212.813;15;NH;A2
Maria Benta Pereira Russeldorf;893.992.812;19;EE;A1
Edvaldo Aquino;341.142.282-Z;19;ML;C2
Fernando Maciel;126.328.132;16;NA;B1
Joao Pedro Rupini;112.232.554-X;15;FB;C1
Tina Portinari;323.450.900;16;ML;A1
Ramon Leite Fonseca;759.984.797;16;ML;A2
Tiago Souza Dias;383.185.833-X;16;EE;A2
Maria Cecilia Brancaleone Mussel Archangelo;800.280.380-X;17;NN;B2
Marcelo Canal Pereira;199.898.939-Z;16;NN;C2
Alice Agostinho;878.636.335-A;16;EE;A1
Olivio Tucunduva de Abreu Marchetti Liberatori;121.574.727-Y;19;MA;C2
Edilene Pini;380.811.230-Y;15;AR;B1
Johnny Penna;276.374.616-C;17;HS;C2
Tiago Mangini dos Reis;278.159.354;20;AR;C2
Bruno Candido Cadete;421.194.993-X;20;NA;B1
Alice Maria dos Santos;270.940.207-C;17;EM;A1
Vinicius Teixeira;29.971.802-Y;15;EA;C1
Olivio Zeppelin;263.378.790-X;20;HL;C2
Ramona Cunhado Yamamoto da Mata Camillo;64.352.751-B;20;NA;C1
Livia Nogueira de Oliveira;968.929.834;18;CC;A1
Victor Lessa;924.875.663;18;MC;C1
Joao Pedro Marini Goldstein Berger Macedo;979.704.421-C;18;MB;A1
Fabiana Conti Aquino von Zuben Mantovani;59.820.479-X;19;NH;A2
Edivaldo Penna;320.643.268-Y;18;HL;C2
Maria Elisa Simon;334.971.208;20;NA;C2
Alice Marchetti;957.703.689-Y;15;HL;A1
Jose Osvaldo Cirne;627.279.470-B;17;EA;A2
Jose Roberto Guedes;616.776.328;19;HS;C1
Felipe Carboni Madeira Corsini;202.172.840;19;CC;A1
Daniela Matsumoto Tartini Goldstein;166.574.283-C;18;HL;A2
Cecilia Doval Segall;916.209.750;16;CC;C2
Ernesto Caetano;507.744.805;15;CC;A2
Willian Bertoni;900.445.521;16;EE;C1
Leandro Matheny Santini;727.718.423;16;MB;B2
Alexandre Pedrosa;839.999.640;16;EA;A1
Johnny Giannini Acceturi Correia;826.709.499-B;17;EE;C2
Josefina Marini Dias Oliveira;925.891.132;16;FB;B2
